Category,Product Name,Price(?),Product Description,User Ratings (out of 5),Top Review,Product Image URL
Dresses,GRECIILOOKS Women Co-Ord Set,449,"Our women's rayon floral printed night suit top and pyjama set. This fancy set is the perfect combination of style and comfort, making it ideal for various occasions such as lounging at home, getting a good night's sleep, or even your active lifestyle. This nightdress set for women features a beautifully printed top with decorative buttons, adding a touch of elegance to your nightwear collection. The matching pajama bottoms complete the look, making it a stylish and coordinated ensemble for ladies. Crafted from rayon fabric, our nightwear ensures a comfortable and soothing experience. Whether you're looking for a great sleep pajama co-ord set or versatile outdoor wear, this set has got you covered. Not only is this pajama set perfect for nighttime relaxation, but it's also a great choice for your yoga or gym sessions. Its versatility allows you to transition seamlessly from a relaxing night in to an active workout session. Designed exclusively for women, this nightwear set offers a perfect blend of style and functionality. It's part of our ladies' nightwear sleepwear collection, catering to the comfort and fashion needs of modern women. So, whether you're lounging, sleeping, or staying active, our women's rayon floral printed night suit top and pyjama set is your go-to choice for comfort, style, and functionality.",3.5,Very beautiful Co-ord set. Fabric quality is very good.Very comfortable.Fitting is perfect. I liked it.,https://m.media-amazon.com/images/I/41JcfED98FL._SY445_SX342_.jpg
Dresses,Sheetal Associates Women Casual Regular Sleeves Crepe Solid Fit and Flare Dress,379,"Easy and elegant, this skater dress to give your closet an effortless sartorial update. Tailored in a swiss printed fabric, the dress features a smocking detail and ruffles along the hem .it come with long puff sleeves. Style Tip: Complete the look with heels and a ting sling.",3.7,"Fabric is good, perfect fit and worth spending. Value for money",https://m.media-amazon.com/images/I/31PHnh-VVwL._SY445_SX342_.jpg
Dresses,Leriya Fashion Ethnic Co Ord Set | Co Ord Set for Women | Night Dress for Women | Night Wear for Women | Payjama Set for Women | Women Two-Piece Outfits | Coord Sets,519,"Truly Comfortable and Easy to Wear in Every Season It Is suitable in Winter and Breathable in Summer. You Will Surely Feel Good as You Look! Upgrade Your Fashion Quotient with These Co Ord Set for Women as They Give You a New Look and Appeal This Co-Ord Consists of a Crop Top and Trousers. Introducing our fabulous Floral Frenzy Shirt Pants Bustier Set. This vibrant and stylish ensemble is the perfect way to add a pop of colour and personality to your wardrobe. Featuring a stunning light blue base colour and a playful pink floral print, this ensemble is sure to turn heads and make you stand out from the crowd. The matching jacket adds an extra layer of chicness and sophistication, making it the perfect outfit for any occasion. The lightweight and breathable fabric ensures that you'll stay comfortable and stylish all day long. So whether you're looking to make a statement at a special event, or simply want to add a fun and playful touch to your everyday wardrobe, this outfit is a perfect choice. Co-ord sets are versatile and suitable for various occasions, from casual outings to formal events, and they have gained popularity for their ease of use and fashionable appearance.",4.2,I loved the fabric n the fitting. It looks classy n it's very good in this price,https://m.media-amazon.com/images/I/314ZEDZgtIL._SX342_SY445_.jpg
Dresses,Janasya Women Chiffon Kurta,699,"Breeze in and out of special gatherings in Janasya's self design polka dot kurta in green.This kurta ,with V-neckline and gathers on yoke with three quarter sleeves flows outward from the yoke with slight gathers ,and can be paired with culottes or cigarette pants. This one's a keeper!",4.1,Very nice. Exactly the same colour. Good material,https://m.media-amazon.com/images/I/31g+pfxT8zL._SY445_SX342_.jpg
Dresses,Miss Chase Women's Brick Red & Dusty Green Boat Neck Sleeveless Self Design Lace Overlaid Regular Dress,999,Spruce up your wardrobe with this Dress from Miss Chase available on Amazon. You can pair this dress with some nice pair of heels and you are good to go. It is perfect for every occasion from a day out with friends or a night of get-togethers with family.,4.2,This maxi frock was gifted to my Niece. It was very good looking on her and she liked it. Worth it's cost. Thank you team Amazon.,https://m.media-amazon.com/images/I/31PK5W+d4CL._SY445_SX342_.jpg
Dresses,Miss Chase Women's Black Designer Super Soft Round Neck Full Sleeves Mini Bodycon Dress with Sequin Strip on Sleeves,753,"This round neck cotton bodycon mini dress, has embellished full sleeves. Pair it with heels or boots and you are good to go.",4,"Stuff good, cool dress",https://m.media-amazon.com/images/I/31tSLyxH6rL._SY445_SX342_.jpg
Dresses,Sheetal Associates Women's Puff Sleeve V-Neck Bodycon Casual Mini Dress,379,Fabric Care DRY CLEAN The Sheetal Associates bodycon Western Dress new collection party wear casual looking all looking dress nice fabric make to best deal with customer best shopping deal,4,"Great product. Fabric, fit length , look everything is amazing. Just go for it without giving a second thought.",https://m.media-amazon.com/images/I/316bx6S8GLL._SY445_SX342_.jpg
Dresses,GRECIILOOKS Women Co-Ord Set,573,"Elevate your style with our Women's Co-ord Set, the perfect two-piece outfit designed to make you look and feel fantastic. This stunning co-ordinate ensemble is a must-have addition to your wardrobe, offering a blend of comfort and fashion that's perfect for any occasion. Crafted with the latest trends in mind, our Co-ord Set for Women includes a matching top and bottom, making it easy to create a cohesive and stylish look. The set is versatile, suitable for both casual outings and special events, ensuring you're always fashion-forward. Stay effortlessly chic with our Stylish Two-Piece Ensemble, available in various colors and styles to suit your personal taste. Whether you're looking for a Summer Co-ord Set for your vacation or a Chic Two-Piece Co-ord for a night out, we've got you covered. The Co-ord Set features top-quality materials, offering comfort and breathability, ensuring you look and feel your best. The Crop Top and Skirt Co-ord is perfect for warm-weather days, while our Trendy Matching Separates provide a trendy and contemporary fashion statement. Our Women's Co-ord Set has been designed with attention to detail, and we know you'll love the stylish and coordinated look it provides. So why wait? Elevate your fashion game with our Women's Co-ord Set and get ready to turn heads. Discover the perfect co-ord outfit with our fashionable Two-Piece Co-ords. Whether you're lounging at home or stepping out for a special event, our Co-ord Set for Women ensures you're always ahead of the fashion curve. Shop now and enjoy the convenience of coordinated fashion!",4.2,Nice product. Very comfortable to use. Size is also fit to body. Value for money. Material of product is soft.,https://m.media-amazon.com/images/I/31sWShwTwgL._SY445_SX342_.jpg
Dresses,Janasya Women's Maxi Dress,726,"Flaunt in this stylish yellow georgette dress in floral pattern. It features tiered silhoutte, sweetheart-neckline and has puff sleeves. Style them with block heels or shoes. Perfect for a day out with friends and family!",3.9,Very beautiful and comfort fit. The cloth as well as the lining quality is superb. True to size. Highly recommended buy !,https://m.media-amazon.com/images/I/41JS3+8UXlL._SY445_SX342_.jpg
Dresses,Lymio Women Mini Dress,449,"DISCLAIMER: The images shown are for representational purposes only. Please note that the colour of the product may slightly vary in comparison to the picture shown on the website due to various reasons which may include different lighting and devices during photo-shoot and also the colour settings and resolution of your own monitor screen. It is also important to note that we thrive to bring you the best, but, there may be a little difference in terms of fabric and colour, Wash Care: The Dry clean is recommended.",3.7,It has a lovely design and the material is also good. The lace work at the back is  stitched nicely. Overall fit is nice . Must buy .,https://m.media-amazon.com/images/I/410Hk3HXZAL._SY445_SX342_.jpg
Dresses,Leriya Fashion Dress for Women| One Piece Dress for Women| Beach Dress for Women| Birthday Dress for Women,399,"Simplify your wardrobe with our easy-to-wear one-piece dresses. These stylish outfits are perfect for various occasions, whether it's a casual day out or a fancy evening event. Getting ready becomes a breeze with our one-piece dresses. Make a statement at parties with our dazzling party wear dresses. Whether you're attending a cocktail party or a night out with friends, our collection includes stunning dresses that guarantee you'll be the center of attention. Radiate confidence and shine bright in our party wear dresses designed to leave a lasting impression.Experience timeless elegance with our Anarkali dresses, inspired by traditional Indian attire. These dresses feature exquisite craftsmanship and intricate details, making them ideal for weddings, festivals, or any special occasion. Stand out with grace and charm in our Anarkali dresses. For a laid-back vibe, check out our stylish beach dresses. Crafted from lightweight fabrics in vibrant colors and playful designs, these dresses are perfect for enjoying the sun or a leisurely stroll along the shoreline. Stay effortlessly chic from the beach to the boardwalk with our beach dresses tailored for both comfort and style.",4.8,"The Dress is absolutely so good, amazing and lovely . It's Two-colored look is just wow !. It is ideal to wear for formal occasions and evening parties .The fabric is absolutely so ideal and perfect for summer time .  We can enhance it very creatively by pairing it up with a  black or cream colored tights, jeggings or even jeans . I have loved the formal look it gave me overall . I highly suggest and recommend you guys to try it out also .",https://m.media-amazon.com/images/I/31ze5rJeJaL._SY445_SX342_.jpg
Dresses,Campus Sutra Women's Midi Dress,659,"Wear this stylish dress from the house of Campus Sutra. The dress is comfortable to wear as the fabrics are light on the skin. Using stellar quality solvents, the dress is made for your daily schedule. Constructed to fit your style spot on and a wide range of sizes to match your persona. Made to not leech out its colours and not lose its shape either. Fetch a casual and cool look for yourself by teaming it with a pair of jeans and sneakers. Whether you are dressing up for a date or going to work, this Campus Sutra dress is designed keeping in mind the latest trends in contemporary casual fashion. Combining style with the fashion of today and makes you stand out among others when you adore it. An all-in-all guide for your wardrobe. The ultimate addition to your casual closet. Perfect for year-round occasions from summertime to cool winters. Strong, dynamic essence for your quirky personality. Campus Sutra showcases a stylish edit that will instantly upgrade your look. Charming looks and infinite comfort – be it stylish all-over prints or solid pastels, our clothes are designed to ensure that you can be at the top of your style game. Our vast range of jackets, t-shirts, trousers and much more are curated to be dependable and relaxing.",4,Super pretty and identical to the image shown here. Very comfortable and good fitted as well. The color is very pastel and looks good on all skin tones. Very good buy ❤,https://m.media-amazon.com/images/I/31J9rYaMbpL._SX342_SY445_.jpg
Dresses,Sheetal Associates Women's Puff Sleeve V-Neck Bodycon Casual Mini Dress,379,Fabric Care DRY CLEAN The Sheetal Associates bodycon Western Dress new collection party wear casual looking all looking dress nice fabric make to best deal with customer best shopping deal,4,"Great product. Fabric, fit length , look everything is amazing. Just go for it without giving a second thought.",https://m.media-amazon.com/images/I/316bx6S8GLL._SY445_SX342_.jpg
Dresses,Sheetal Associates Women Maxi Bodycon Dress,379,Fabric Care DRY CLEAN The Sheetal Associates bodycon Western Dress new collection party wear casual looking all looking dress nice fabric make to best deal with customer best shopping deal,4.2,The colour is damn! Perfect like Zet black. The Fabric is so so good around 400. I never expect to get this comfortable material . I ordered Xl and it's fits me like body hugging. It's so comfortable to use and wear. It has a chain which is around the neck for easily wear the dress. Thankyou.,https://m.media-amazon.com/images/I/31VgkbarM0L._SY445_SX342_.jpg
Dresses,Sheetal Associates Women's Crepe Fit and Flare Printed Full Sleeve V-Neck Casual Dress,418,"The dress is a maxi length, which means it is designed to reach all the way down to your ankles. Maxi dresses are known for their elegant and flowing appearance. Style Tip: Complete the look with heels and a ting sling.",4.2,"Excellent, beautiful, recommended",https://m.media-amazon.com/images/I/41F8xs2Z4CL._SY445_SX342_.jpg
Dresses,Janasya Women's Blue Poly Georgette Floral Flared Western Dress,699,"Premium Collection by Janasya. A fusion of style and comfort, this blue poly georgette dress from Janasya will be an apt inclusion to your wardrobe. Featuring a keyhole neck, crepe lining, tie-up at waist with gathers, three quarter sleeves, this gathered hemline dress posseses a stunning taste. Match this dress with a pair of heeled sandals.",3.9,"Good fit, as shown in the picture, nice dress. value for money, go for it",https://m.media-amazon.com/images/I/41fwVnto21S._SY445_SX342_.jpg
Dresses,SIRIL Women's Western Poly Rayon Dresses | Maxi Dress | Printed Western Dress for Women,629,"This Dress Is Made of Fabric,Crafted for Every Comfort. This Dress to Make It Suitable For Daily Party or Evening Wear.",4.5,This product is amazing,https://m.media-amazon.com/images/I/41-IQ2VYnkL._SX342_SY445_.jpg
Dresses,SIRIL Women's Dyed Fit & Flare Knee Length Russell Net Dress,549,"This Dress Is Made of Russell Net Fabric, Crafted for Every Comfort. This Dyed Dress to Make It Suitable For Daily Party or Evening Wear.",3.9,"It's very good, but the sleeves are slightly loose, but its beautiful.",https://m.media-amazon.com/images/I/31JlzKilzZL._SY445_SX342_.jpg
Dresses,Harpa Women Casual Dress,659,Harpa Scoop Neck Pleated Cami Dress,4.1,"For this price I got too good quality product and the color of the product exactly same how they shown in image , this is completely value for money I think this is the very cheaper for that much good quality 👌...suitable for summer season also no swetting  and irritating,, it's heavy comfortable for me,long elasticity and good fabric.",https://m.media-amazon.com/images/I/31DysCNz2cL._SX342_SY445_.jpg
Dresses,Sheetal Associates Women Full Sleeve V-Neck Bodycon Casual Knee Length Dress,379,Fabric Care DRY CLEAN The Sheetal Associates bodycon Western Dress new collection party wear casual looking all looking dress nice fabric make to best deal with customer best shopping deal,4,Perfect dress for a perfect date night. Good fitting and dress quality . Love it .,https://m.media-amazon.com/images/I/31VzPeLGvPL._SX342_SY445_.jpg
Dresses,Harpa Women Dress,769,"Red Printed Woven Dress, has a A-Line, V-Neck, Long Sleeves, and Knee Length",3.5,"A very cute pretty dress, well made with the box pleats n all - flattering for any girl!I am surprised it has negative reviews….the print, vibrancy, material and it’s unique stitching all just bowled me and my girls - a dress moms & daughters will love!",https://m.media-amazon.com/images/I/41LwL0yJDxL._SX342_SY445_.jpg
Dresses,ANNI DESIGNER Women's Cotton Blend Straight Shibori Printed Kurta Set With Dupatta,679,ANNI DESIGNER Women's Cotton Blend Staright Printed Kurta with Pant & Dupatta (Sana Blue-NW_5XL_Blue_XXXXX-Large),3.7,"""I cannot say enough about the blue cotton printed kurta with pant and dupatta set; it's an absolute masterpiece! From the moment I first laid eyes on this ensemble, I was captivated by its sheer elegance. The intricate print and the rich shades of blue are nothing short of breathtaking.The quality of the cotton fabric is exceptional - it's incredibly soft, lightweight, and feels like a dream against the skin. Wearing this ensemble is pure comfort, and the fit is perfection. The pant is expertly tailored, and the dupatta adds an extra layer of grace to the outfit.What makes this set truly outstanding is its remarkable versatility. I've worn it to casual gatherings, office meetings, and even to special events. It's a showstopper every time, and I receive compliments wherever I go. The way it drapes and accentuates one's figure is simply flattering.Moreover, this ensemble has proven to be incredibly durable. The colors have not faded after numerous washes, which is a testament to its quality.In conclusion, this blue cotton printed kurta with pant and dupatta set is a work of art in the world of fashion. It's the embodiment of style, comfort, and sophistication, all rolled into one. I highly recommend it to anyone looking for a complete and versatile outfit that can make you stand out in any crowd.""I hope this review conveys the exceptional quality and style of the blue cotton printed kurta with pant and dupatta set.",https://m.media-amazon.com/images/I/41Bp3Ri83WL._SY445_SX342_.jpg
Dresses,AASK Dress for Women|one Piece for Women|Kurta for Women Dress for Women|Tops for Women|Dresses for Women|Women top|Kurta Set for Women|,998,"The swing midi dress with good draping will flow nice to show your charming curve, help you gain a lot of compliments. This elastic waist elegant floral long dress definitely could be a great buy as a wedding dress or party dress for women. Not only being an all-match smocked dress women, Our ruffled sleeve midi dress for women also can be a maternity dress thanks to the loose comfy A line design. This ladies pleated dress for women casual can be dressed up for date night or dressed down for casual coffee. A stylish v neck ruffled dress can be dressed up for date night or dressed down for casual coffee; Perfect as a casual dress for daily life thanks to the soft material, proving you a wonderful wearing experience; The floral bohemian dresses for women vacation/beach/cocktail and party and even perfect for an office setting perfectly pair with high heels/boots/sandals and a hat to create a holiday look fashion sararaa dress for women yellow dress for haldi ceremony haldi dress for women co ord set for woen maxi dress for women dresses woolen kurtis for women woolen kurta for womenwoolen kurta for women sharara suit for women yellow kurta set for women long frocks for women bodycon dresses for women anarkali kurta set with dupattadresses for women kurta set for women kurta for women western dresses for women latest design dresses for women western wear anarkali kurta set with dupatta In keeping with this Vintagehalloween theme, a pleated ditsy floral midi dress is 100% suit for you; A ruffled vintage dress for women maxi also can be a maternity dress thanks to the loose comfy A line design.",3.8,Very simple and beautiful dress. Looking very attractive n expensive. The colour is same as per image. Quality of fabric is also amazing.,https://m.media-amazon.com/images/I/41h1A7-nq-L._SY445_SX342_.jpg
Dresses,Pimu Midi Dress with Embroidered for Women | A-line Knee-Long Dress for Girls,499,"The best apparel to cool your summers. Latest design for Party Wear Dresses For Girls and Women. The Blend Of Unique Colours gives a Beautiful Look To This Dress. You can happily use these anywhere suitable for casual wear, festive and party. Regular Machine Or Hand Wash In Normal Warm Water.",3.9,"The fabric of this product is amazing, the color of the product is vibrant as shown in the image..",https://m.media-amazon.com/images/I/31CyXz3+QgL._SY445_SX342_.jpg
Dresses,Women Floral Print Anarkali Kurta with Pant and Dupatta,749,Product Color May Slightly Vary Due To Photographic Lighting Sources Or Your Monitor Settings,3.2,"Amazing dress go for it! Good size, stitch, quality",https://m.media-amazon.com/images/I/41GwaF10ZAL._SY445_SX342_.jpg
Dresses,Bollyclues Women's Floral Maxi Dress,399,Refresh your wardrobe with This Maxi from Bollyclues available on Amazon. This A-Line Maxi Dress is a perfect partner for all your ethnic wear needs. You can pair it up with any casual or ethnic bottoms and you're sure to make heads turn.,3.5,It’s very good and awesome dress ever,https://m.media-amazon.com/images/I/41Ax9b0ryvL._SY445_SX342_.jpg
Dresses,Buy That Trendz Printed Cotton Short Night Dress for Women 2 Pcs Combo I am So Cute Black Love Red,699,"You'll be saying no to nights out when you see our snuggle-worthy sleepwear and luxe loungewear. Cosy up in a co-ordinating pyjama set, drift off in a night dress or go for slumber party success in a statement onesie. Catch your beauty sleep in the best basics from Buy That Trendz. Disclaimer: Actual Colour May Vary Slightly from the Picture Due to Lighting Effects & Different Screen Display Setting. Care Instructions: Hand Wash or Machine Wash in cold water",4.1,Luv wit te product,https://m.media-amazon.com/images/I/41R2XD57nUL._SX342_SY445_.jpg
Dresses,GRECIILOOKS Women's Lycra A-Line Standard Length Dress,549,"Elevate your style with our Women's Co-ord Set, the perfect two-piece outfit designed to make you look and feel fantastic. This stunning co-ordinate ensemble is a must-have addition to your wardrobe, offering a blend of comfort and fashion that's perfect for any occasion. Crafted with the latest trends in mind, our Co-ord Set for Women includes a matching top and bottom, making it easy to create a cohesive and stylish look. The set is versatile, suitable for both casual outings and special events, ensuring you're always fashion-forward. Stay effortlessly chic with our Stylish Two-Piece Ensemble, available in various colors and styles to suit your personal taste. Whether you're looking for a Summer Co-ord Set for your vacation or a Chic Two-Piece Co-ord for a night out, we've got you covered. The Co-ord Set features top-quality materials, offering comfort and breathability, ensuring you look and feel your best. The Crop Top and Skirt Co-ord is perfect for warm-weather days, while our Trendy Matching Separates provide a trendy and contemporary fashion statement. Our Women's Co-ord Set has been designed with attention to detail, and we know you'll love the stylish and coordinated look it provides. So why wait? Elevate your fashion game with our Women's Co-ord Set and get ready to turn heads. Discover the perfect co-ord outfit with our fashionable Two-Piece Co-ords. Whether you're lounging at home or stepping out for a special event, our Co-ord Set for Women ensures you're always ahead of the fashion curve. Shop now and enjoy the convenience of coordinated fashion!",4.2,Very comfortable and classy look so beautiful and worth it very happy 😁 best purchase of Amazon,https://m.media-amazon.com/images/I/31wFXNyZJ4L._SY445_SX342_.jpg
Dresses,Amazon Brand - Symbol Women's Cotton Fit and Flare Knee-Length Dress,599,"Start every outfit with Symbol's elevated wardrobe basics that are versatile, stylish and compliment your everyday look. Perfect for any occasion, dress it up with a pair of heeled sandals or keep it casual in flat pumps.",4.6,"The product is as is in the image. Average quality. But, pure cotton.",https://m.media-amazon.com/images/I/41tkQbv+3sL._SX342_SY445_.jpg
Dresses,Amazon Brand - Symbol Women's Crepe Fit and Flare Midi Dress,559,"Start every outfit with Symbol's elevated wardrobe basics that are versatile, stylish and compliment your everyday look. This midi length, fit & flare dress in fluid polyester, features a round neck and elbow length sleeves with pleat detail. Perfect for any occasion, dress it up with a pair of heeled sandals or keep it casual in flat pumps.",4.1,"BEAUTIFUL STRETCHABLE FABRIC  DRESS, AWESOME QUALITY",https://m.media-amazon.com/images/I/31WtmAHKfEL._SX342_SY445_.jpg
Earings,Shining Diva Fashion 11 Pairs Combo Set Latest Stylish Vintage Pearl Earrings for Women Gold Plated Dangle Earrings Heart Butterfly Hoop Earrings Geometric Fashion Jewelry,374,"Latest Western Earrings. 6 pairs earrings Combo Set for Women. Shining Diva Fashion Jewellery presents these Stylish Design Fancy Party Wear Western Earrings for Women and Girls. A designer pair of new design hoop and stud earingset for Womens and Girls that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva has huge collection of latest modern Fashion and Traditional jewellery accessories. Shining Diva is pioneer of Imitation jewellery for women and designer crystal, traditional jhumka / jhumki, ear studs, fancy tops, traditional earrings for women , fancy ear rings and american diamond hangings Earrings for women and girls. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon. These are also ideal for birthday gifts for girls, Wife, wedding gifts, anniversary gifts, valentine gifts for girlfriend",3.6,"Good quality, look lovely while wearing abd great price.",https://m.media-amazon.com/images/I/51BhR6Y8rLL._SY300_SX300_.jpg
Earings,Shining Diva Fashion 24 pairs Combo Celebrity Inspired Trendy Latest Stylish Silver Plated Geometric Twist Pearl Hoop Dangle Earrings for Women and Girls,499,"Latest Western Earrings. 18 pairs earrings Combo Set for Women. Shining Diva Fashion Jewellery presents these Stylish Design Fancy Party Wear Western Earrings for Women and Girls. A designer pair of new design hoop and stud earingset for Womens and Girls that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva has huge collection of latest modern Fashion and Traditional jewellery accessories. Shining Diva is pioneer of Imitation jewellery for women and designer crystal, traditional jhumka / jhumki, ear studs, fancy tops, traditional earrings for women , fancy ear rings and american diamond hangings Earrings for women and girls. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon. These are also ideal for birthday gifts for girls, Wife, wedding gifts, anniversary gifts, valentine gifts for girlfriend",4.4,Kuch earrings same hai or size bhi thik hai in 499rs 24 earrings is good  deal,https://m.media-amazon.com/images/I/51Bw0MF5DkL._SY300_SX300_.jpg
Earings,Shining Diva Fashion 30 Pairs Earrings Combo Set Latest Stylish Crystal Pearl Earrings for Women and Girls,384,"Latest Western Earrings. 30 pairs earrings Combo Set for Women. Shining Diva Fashion Jewellery presents these Stylish Design Fancy Party Wear Western and Traditional Earrings for Women and Girls. A designer pair of new design hoop and stud earingset for Womens and Girls that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva has huge collection of latest modern Fashion and Traditional jewellery accessories. Shining Diva is pioneer of Imitation jewellery for women and designer crystal, traditional jhumka / jhumki, ear studs, fancy tops, traditional earrings for women , fancy ear rings and american diamond hangings Earrings for women and girls. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon in offer. These are also ideal for birthday gifts for girls, Wife, wedding gifts, anniversary gifts, valentine gifts for girlfriend",4.2,Perfect gift to the little ones.,https://m.media-amazon.com/images/I/51F3jdSVCnL._SY300_SX300_.jpg
Earings,Shining Diva Fashion 18 pairs Combo Set Celebrity Inspired Latest Stylish Gold Plated Hoop and Crystal Pearl Stud Earrings for Women,398,"Shining Diva Fashion Jewellery presents these Stylish Fancy Party Wear Earrings for Women and Girls. 18 pairs of latest new design hoop and stud earingset for Womens and Girls that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva has huge collection of latest modern Fashion and Traditional jewellery accessories. Shining Diva is pioneer of Imitation jewellery for women and designer crystal, traditional jhumka / jhumki, ear studs, fancy tops, traditional earrings for women , fancy ear rings and american diamond hangings Earrings for women and girls. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon. These are also ideal for birthday gifts for girls, Wife, valentine gifts for girlfriend, wedding gifts and anniversary gifts.",4,The product is very beautiful and elegant. There is no breakage. Packaging was great and perfect size with beautiful finish. Must buy !!!,https://m.media-amazon.com/images/I/41tjvHNU84L._SY300_SX300_.jpg
Earings,Zaveri Pearls Set of 25 Gold Tone Contemporary Studs & Drop Earrings For Women-ZPFK15140,359,"If You’re Looking For The Perfect Earrings To Complete A Specific Look Or Just To Add Some Flare To Your Everyday Jewelry Game Or To Elevate Your Office Wardrobe, Well!!!! You Are At Right Place. Timeless And Easy On The Eyes, This Earrings Set Is Easy To Blend With, Yet Refined Enough To Add A Dignified Presence. Creating A Trending And Classic Look, These Earrings Will Give Your Outfit The “Wow Factor” You Desire.",3.9,They are soo soo versatile and looks very very beautiful on my girlfriend totally recommendedand I do like the dog one most,https://m.media-amazon.com/images/I/41lXmorZr9L._SY300_SX300_.jpg
Earings,Shining Diva Fashion Latest Stylish White Pearl Flower Earrings for Women and Girls (15435er),238,"Latest Design Party Wear Earrings for Women - Shining Diva Fashion Jewellery presents these Crystal Flower Stylish Fancy Party Wear Earrings for Women and Girls. A designer pair of new design Earings for Women and Girls that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva has huge collection of latest modern Fashion and Traditional jewellery accessories. Shining Diva is pioneer of Imitation jewellery for women and designer crystal, traditional jhumka / jhumki , ear studs, fancy tops, traditional earrings for women , fancy ear rings and american diamond hangings Earrings for women and girls. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon in offer. These are also ideal for birthday gifts for girls, Wife, wedding gifts and anniversary gifts. Best Valentine Gifts for Girlfriend.",3.7,"The media could not be loaded.
                



 I love it a lotAnd it is worth  215",https://m.media-amazon.com/images/I/31zZ9sBfEdL._SY300_SX300_.jpg
Earings,Shining Diva Fashion Latest Stylish Trendy Gold Plated Ear Cuffs Earrings for Women and Girls,238,"Latest Design Party Wear Earrings for Women - Shining Diva Fashion Jewellery presents these Crystal Stylish Fancy Party Wear Earrings for Women and Girls. A designer pair of new design Earings for Women and Girls that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva has huge collection of latest modern Fashion and Traditional jewellery accessories. Shining Diva is pioneer of Imitation jewellery for women and designer crystal, traditional jhumka / jhumki , ear studs, fancy tops, traditional earrings for women , fancy ear rings and american diamond hangings Earrings for women and girls. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon in offer. These are also ideal for birthday gifts for girls, Wife, wedding gifts and anniversary gifts. Best Valentine Gifts for Girlfriend.",3.7,I love these .. fits perfectly and looks really dainty and nice.. can be worn with Indian and western both.. price is also very good.. I bought both the designs.. and both are nice perfect size for daily wear…,https://m.media-amazon.com/images/I/41LBlwkq6JL._SX300_SY300_.jpg
Earings,Yellow Chimes Earrings for Women & Girls| Traditional Multicolor Drop Earrings| Gold Plated Set| Drop Earring Combo| Accessories Jewellery|Birthday & Anniversary Gift,225,"Yellow Chimes brings to you the latest designer earrings for women stylish designs and you can choose from assorted collections like oxidized earrings for girls and women, crystal earrings, silver earrings, gold earrings, pearl earrings for women with high quality finishing to drop an elegance on your persona with intricate designs. Yellow Chimes has always been one of the best seller brands on Online Marketplaces as we have the most demanding and trending designs and collections in price worthy Quality. Yellow Chimes also has its unique party wear collections with latest and trendy looks which are suitable for parties, earrings combo for daily wear earrings for date nights. These collections are also suitable for valentine gifts, gifts for women, birthday gift for girls, anniversary gift for wife, gifts for girlfriend, Mother’s Day gifts. You name it in the collection of jewellery, Yellow Chimes has something for everyone.",3.9,The earings are so beautiful & the quality is amazing. Liked everything about it,https://m.media-amazon.com/images/I/51mvTjoYCcL._SY300_SX300_.jpg
Earings,Shining Diva Fashion Latest Stylish 9 Pairs Combo Earrings for Women and Girls (Gold) (13670er),298,"Latest Western Earrings. 9 pairs earrings Combo Set for Women. Shining Diva Fashion Jewellery presents these Stylish Design Fancy Party Wear Western Earrings for Women and Girls. A designer pair of new design hoop and stud earingset for Womens and Girls that will make you feel like a Diva. The color complements all outfits & may be worn as a statement piece to any occasion. Shining Diva has huge collection of latest modern Fashion and Traditional jewellery accessories. Shining Diva is pioneer of Imitation jewellery for women and designer crystal, traditional jhumka / jhumki, ear studs, fancy tops, traditional earrings for women , fancy ear rings and american diamond hangings Earrings for women and girls. Shining Diva Fashion and Traditional Jewellery give true value for your money. Buy Shining Diva trendy, artificial and stylish jewellery for women from Amazon. These are also ideal for birthday gifts for girls, Wife, wedding gifts, anniversary gifts, valentine gifts for girlfriend",3.7,Very nice product. Good quality,https://m.media-amazon.com/images/I/512nqzo1ynL._SY300_SX300_.jpg
